student_id,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,technical_score,communication_score,number_of_projects,internship,internship_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status
1314,7.81,71.15,72.1,52.37,33.31,45.89,84.6,2,Yes,6,1,92.0,0,Yes,Not Placed
1315,7.21,96.99,89.02,28.47,40.92,40.32,58.23,3,Yes,3,1,100.0,0,Yes,Not Placed
1316,5.76,84.77,89.34,75.26,69.14,71.64,86.48,2,Yes,3,2,71.32,2,No,Placed
1317,6.03,80.78,68.69,52.78,34.3,37.16,92.01,4,No,0,1,84.92,0,No,Placed
1318,6.86,79.42,85.51,67.64,73.57,72.6,39.96,2,No,0,2,100.0,0,Yes,Placed
1319,6.53,79.73,77.99,46.25,57.57,59.02,90.39,2,Yes,1,1,82.67,0,No,Placed
1320,6.99,51.87,48.99,61.02,28.82,41.15,100.0,4,Yes,2,3,82.62,0,Yes,Placed
1321,7.26,71.65,69.33,65.51,67.63,70.8,74.54,2,No,0,0,89.88,0,Yes,Placed
1322,7.78,85.14,80.77,69.03,60.5,76.48,80.78,2,No,0,4,82.41,0,No,Placed
1323,7.12,74.41,81.73,48.28,50.15,52.24,88.67,2,No,0,2,64.93,0,Yes,Not Placed
1324,7.74,58.14,48.71,82.95,65.56,64.29,65.04,1,Yes,6,1,93.32,0,No,Placed
1325,7.27,74.37,65.83,,65.29,71.35,73.28,3,No,0,1,61.97,0,Yes,Placed
1326,5.03,95.45,99.19,39.88,50.83,33.88,46.34,1,No,0,1,77.83,0,Yes,Not Placed
1327,6.17,89.96,81.2,63.36,67.01,55.1,72.5,4,No,0,0,94.07,0,Yes,Placed
1328,7.04,74.26,79.03,65.52,62.45,66.73,78.97,3,No,0,0,78.43,0,No,Placed
1329,5.87,86.42,96.37,67.41,26.32,43.81,79.29,1,No,0,3,75.06,0,No,Not Placed
1330,7.86,70.6,65.33,85.43,55.77,52.22,89.18,3,Yes,3,1,90.79,0,No,Placed
1331,8.88,54.55,59.55,61.45,100.0,84.61,56.05,2,Yes,3,1,73.49,4,No,Placed
1332,8.54,63.91,53.29,63.21,79.19,68.34,60.41,1,No,0,2,69.78,3,Yes,Not Placed
1333,6.97,93.75,95.42,48.45,91.26,73.55,100.0,1,No,0,1,84.75,0,No,Placed
1334,8.84,71.71,71.14,77.31,91.65,96.78,,2,No,0,0,80.17,1,Yes,Placed
1335,7.36,72.08,73.66,67.76,62.54,71.17,73.6,3,No,0,2,69.56,0,Yes,Placed
1336,6.83,71.4,64.1,58.7,59.15,58.83,68.79,2,Yes,2,2,88.37,0,No,Placed
1337,6.53,97.85,79.78,36.43,51.65,41.63,55.21,2,No,0,0,86.64,0,Yes,Placed
1338,6.87,94.51,94.09,86.67,28.87,32.71,99.22,3,Yes,2,3,78.4,0,Yes,Placed
1339,6.77,100.0,78.49,46.58,54.45,66.3,60.5,3,No,0,0,79.09,0,No,Placed
1340,7.39,73.09,68.24,56.13,77.26,76.84,49.71,2,No,0,1,86.7,1,No,Placed
1341,7.38,78.55,83.22,70.38,50.02,49.06,61.89,3,No,0,0,93.9,1,No,Not Placed
1342,7.2,56.8,57.66,47.05,63.81,65.98,33.97,2,Yes,6,1,79.17,0,Yes,Placed
1343,7.68,92.72,100.0,42.6,74.22,64.03,58.28,4,No,0,1,88.55,0,Yes,Placed
1344,8.51,60.99,68.09,33.14,54.43,45.17,52.57,2,No,0,1,87.65,0,No,Placed
1345,8.24,77.6,69.61,75.81,59.19,68.53,81.11,3,Yes,1,2,90.79,0,No,Placed
1346,5.57,61.83,60.87,56.82,29.26,30.12,57.88,2,No,0,0,82.39,4,Yes,Not Placed
1347,4.39,67.93,65.76,100.0,22.79,42.52,85.98,1,No,0,2,72.88,1,No,Not Placed
1348,8.23,64.95,50.8,50.08,46.51,48.8,95.17,2,No,0,1,77.38,4,No,Not Placed
1349,5.7,67.71,58.41,51.18,32.06,32.8,84.06,2,No,0,4,85.43,1,Yes,Not Placed
1350,6.95,68.53,62.19,56.52,76.91,77.49,66.12,3,Yes,3,1,100.0,0,No,Placed
1351,5.91,68.42,50.29,68.65,33.57,62.78,72.54,2,No,0,0,77.16,0,Yes,Not Placed
1352,5.22,85.0,81.88,57.95,43.64,40.39,42.55,3,No,0,0,90.05,0,Yes,Not Placed
1353,7.8,61.74,58.57,74.18,54.82,43.98,67.59,3,Yes,2,2,78.72,0,Yes,Placed
1354,8.04,77.65,61.5,50.32,81.96,52.45,54.51,3,Yes,6,2,83.1,2,No,Placed
1355,6.57,89.62,88.89,44.28,72.19,62.31,82.5,1,Yes,6,1,97.15,0,No,Placed
1356,4.35,68.84,72.68,38.03,47.76,38.21,100.0,5,Yes,6,1,89.64,0,No,Not Placed
1357,6.6,66.38,66.56,31.65,57.39,51.74,,3,No,0,1,69.59,1,No,Placed
1358,7.63,72.23,67.42,57.23,57.58,58.8,34.16,3,No,0,3,76.28,2,Yes,Not Placed
1359,5.57,89.16,89.97,,26.71,20.81,63.5,2,No,0,3,94.56,0,Yes,Not Placed
1360,7.4,77.33,80.04,55.53,88.37,60.37,72.2,2,Yes,6,4,83.42,1,Yes,Placed
1361,7.18,68.63,69.22,83.65,46.07,60.3,71.57,1,No,0,2,70.51,0,Yes,Not Placed
1362,7.84,80.81,71.13,83.42,72.65,77.24,,2,No,0,3,73.81,0,No,Placed
1363,7.33,61.77,62.81,59.98,74.55,65.92,74.42,1,No,0,0,89.03,0,Yes,Placed
1364,6.13,83.18,89.42,38.09,40.71,23.35,47.63,2,No,0,2,91.94,0,No,Not Placed
1365,8.52,79.9,72.14,56.5,83.7,80.25,52.99,2,No,0,2,82.18,0,Yes,Placed
1366,7.03,71.31,85.96,56.0,67.67,76.89,81.62,2,No,0,3,100.0,0,Yes,Not Placed
1367,7.17,64.94,59.24,55.14,83.28,77.62,51.72,2,Yes,3,1,90.24,1,Yes,Placed
1368,6.17,64.36,63.18,54.53,42.35,37.53,79.69,4,No,0,0,79.57,2,No,Not Placed
1369,6.71,81.42,72.9,55.2,34.41,41.09,45.35,1,No,0,1,73.84,0,Yes,Not Placed
1370,6.23,89.75,87.56,59.2,42.23,33.66,100.0,3,No,0,1,72.25,1,Yes,Not Placed
1371,7.01,67.35,51.68,55.47,59.21,68.67,56.06,1,No,0,0,85.35,0,No,Not Placed
1372,9.08,80.5,73.08,68.12,73.54,72.73,65.97,0,Yes,1,1,77.11,0,No,Placed
1373,5.69,49.96,45.0,70.41,39.63,31.18,75.95,1,No,0,1,98.74,1,No,Not Placed
1374,5.43,67.98,67.27,51.34,14.76,22.73,59.82,3,No,0,1,96.66,0,Yes,Not Placed
1375,8.82,74.63,80.12,84.07,77.6,84.18,72.58,2,No,0,1,88.33,0,Yes,Placed
1376,6.97,64.08,67.84,50.3,85.34,71.5,80.36,4,Yes,6,0,70.21,3,No,Placed
1377,6.46,63.76,45.0,40.73,58.68,50.53,87.29,2,No,0,3,75.28,0,No,Placed
1378,8.34,66.99,81.62,70.71,75.89,62.09,84.25,0,No,0,2,94.56,4,No,Not Placed
1379,6.53,78.51,78.02,52.74,60.86,64.09,66.91,3,No,0,0,76.37,0,Yes,Not Placed
1380,9.21,72.75,64.26,69.82,79.62,70.2,67.36,1,Yes,1,2,93.22,0,Yes,Placed
1381,7.95,48.14,49.58,28.94,77.54,41.4,100.0,3,Yes,6,2,86.75,0,Yes,Placed
1382,6.66,49.55,,85.89,59.24,63.52,87.1,1,No,0,0,82.52,0,No,Placed
1383,9.57,67.72,60.61,75.08,71.89,82.66,53.41,2,Yes,6,1,74.97,0,Yes,Placed
1384,6.53,80.49,79.03,42.49,40.33,37.11,71.8,3,No,0,1,81.06,1,No,Not Placed
1385,8.02,45.0,45.0,42.82,60.4,72.5,63.97,5,No,0,1,83.9,0,Yes,Placed
1386,7.53,69.0,63.87,90.08,64.95,76.78,67.56,2,No,0,2,92.33,0,No,Placed
1387,8.63,68.69,61.33,53.94,64.31,64.59,47.87,3,No,0,1,73.14,0,Yes,Placed
1388,8.92,91.66,76.03,52.49,76.06,67.7,62.59,1,Yes,6,0,79.37,0,Yes,Placed
1389,7.24,70.38,69.51,31.01,64.47,53.75,100.0,3,No,0,3,82.45,1,Yes,Placed
1390,6.37,79.6,81.32,59.74,63.47,59.71,80.42,3,No,0,0,88.63,1,No,Not Placed
1391,7.71,76.7,78.14,61.58,80.89,72.08,25.16,1,No,0,2,72.92,4,No,Not Placed
1392,6.45,49.43,56.05,75.73,52.81,64.99,91.9,2,No,0,0,68.83,0,Yes,Placed
1393,9.41,84.22,83.39,44.01,55.7,42.84,89.61,1,No,0,1,88.74,0,No,Placed
1394,7.35,77.58,70.56,42.2,53.62,39.44,63.53,2,Yes,3,1,66.82,0,Yes,Not Placed
1395,6.8,81.1,84.71,71.76,55.05,48.83,82.91,1,No,0,0,94.85,3,No,Not Placed
1396,7.4,100.0,84.14,,31.69,66.67,54.53,2,No,0,1,80.44,0,No,Not Placed
1397,5.72,49.99,45.0,41.43,66.58,64.34,61.54,5,No,0,0,66.52,0,No,Placed
1398,6.13,95.7,83.41,81.22,51.19,63.24,96.97,0,No,0,1,77.2,0,Yes,Placed
1399,8.52,71.55,78.04,65.56,73.88,60.81,65.11,2,Yes,2,1,85.79,1,Yes,Placed
1400,6.48,78.45,83.15,81.38,72.3,81.26,36.34,2,No,0,0,76.67,1,No,Placed
1401,6.05,74.45,75.91,63.95,38.94,45.27,68.86,4,No,0,2,82.2,2,Yes,Not Placed
1402,7.79,69.91,76.49,27.17,70.93,59.94,68.59,2,Yes,6,0,89.4,0,Yes,Placed
1403,8.5,68.16,59.31,62.72,66.39,55.52,91.57,2,No,0,0,79.98,4,No,Not Placed
1404,7.99,78.95,78.85,80.9,61.17,68.69,70.26,2,Yes,6,1,72.63,0,Yes,Placed
1405,8.3,56.79,55.11,51.59,54.78,49.59,62.41,1,No,0,1,79.01,4,No,Not Placed
1406,6.37,84.01,87.38,59.18,75.92,63.25,88.81,0,Yes,2,1,96.15,2,No,Not Placed
1407,5.64,70.01,67.08,62.36,39.46,53.67,72.17,2,No,0,0,98.85,1,No,Not Placed
1408,8.85,61.44,57.22,21.51,81.3,47.99,56.5,0,Yes,2,2,61.8,1,Yes,Placed
1409,6.85,69.6,71.97,90.07,26.64,51.31,90.79,2,No,0,1,92.91,0,Yes,Placed
1410,6.92,90.09,93.09,51.48,73.09,73.45,73.49,2,No,0,0,84.5,0,Yes,Placed
1411,8.66,68.58,61.37,72.59,85.07,72.53,70.05,2,Yes,6,1,91.24,0,Yes,Placed
1412,7.81,79.3,75.88,63.7,63.96,55.68,73.2,1,No,0,2,76.5,0,Yes,Not Placed
1413,7.7,66.23,56.14,83.86,58.21,63.67,50.73,4,Yes,1,1,64.32,0,Yes,Placed
1414,9.58,84.1,60.7,71.09,82.65,82.0,60.5,4,No,0,0,87.84,0,Yes,Placed
1415,6.49,83.23,81.51,61.48,86.27,77.3,70.06,1,No,0,1,72.59,2,Yes,Placed
1416,8.22,97.18,97.34,51.6,39.32,47.34,66.5,2,No,0,0,68.12,0,No,Not Placed
1417,7.26,72.89,72.7,76.97,69.83,89.6,92.9,2,No,0,1,68.82,1,Yes,Placed
1418,7.5,83.02,64.12,36.9,46.29,38.39,73.91,0,Yes,3,2,88.01,1,Yes,Not Placed
1419,8.88,76.18,70.75,74.69,70.75,54.78,85.39,2,Yes,6,1,83.39,0,No,Placed
1420,7.76,90.55,68.75,48.51,58.35,63.66,70.17,1,No,0,1,89.82,0,No,Not Placed
1421,7.79,66.37,75.69,83.78,55.91,81.11,89.01,4,Yes,6,3,88.69,0,Yes,Placed
1422,8.38,83.94,71.86,67.42,66.88,70.97,77.16,4,No,0,1,77.79,1,No,Placed
1423,6.8,72.66,80.44,74.66,37.38,37.68,70.24,2,Yes,2,1,81.3,0,Yes,Not Placed
1424,6.28,74.23,79.37,66.23,65.65,64.59,69.76,2,No,0,0,76.89,0,Yes,Placed
1425,6.05,76.1,66.29,38.71,21.49,15.47,52.82,4,Yes,6,1,79.9,2,No,Not Placed
1426,5.04,78.03,66.16,52.09,48.39,55.93,79.12,4,No,0,1,72.33,0,No,Placed
1427,9.46,73.61,74.05,75.09,70.8,58.57,69.28,5,Yes,6,1,85.9,1,No,Placed
1428,5.99,77.58,68.06,67.5,30.33,38.48,60.96,1,Yes,6,4,92.75,0,No,Not Placed
1429,6.96,93.94,90.36,82.71,58.69,55.85,89.92,1,No,0,2,73.83,1,No,Not Placed
1430,6.9,86.83,79.28,71.05,31.81,44.85,47.5,3,Yes,3,2,94.81,3,No,Not Placed
1431,7.54,85.43,67.64,50.5,60.9,54.12,62.4,2,No,0,1,83.14,1,Yes,Placed
1432,8.1,69.53,49.74,53.06,43.44,48.09,88.5,0,No,0,1,84.41,0,No,Not Placed
1433,8.15,64.33,64.71,66.54,72.09,70.65,75.68,0,Yes,2,0,65.01,0,Yes,Placed
1434,6.56,86.46,78.32,30.29,38.6,26.24,69.14,4,No,0,1,63.93,2,Yes,Not Placed
1435,7.02,85.51,77.54,90.1,49.36,67.85,74.52,4,No,0,2,83.44,0,Yes,Placed
1436,7.51,92.67,93.97,71.63,64.5,66.15,73.23,2,No,0,1,89.9,0,No,Placed
1437,6.93,67.75,75.36,83.41,43.82,45.81,42.7,4,No,0,2,75.29,1,No,Not Placed
1438,8.97,72.25,67.84,41.29,70.88,84.41,63.71,2,No,0,0,98.7,0,No,Placed
1439,7.74,55.33,52.07,83.67,39.21,57.31,99.1,3,Yes,6,1,89.35,0,Yes,Placed
1440,8.01,70.29,72.26,98.47,73.53,79.48,58.13,2,Yes,2,1,72.92,3,Yes,Not Placed
1441,7.93,86.96,72.41,45.19,89.91,90.64,64.27,1,No,0,1,82.31,0,Yes,Placed
1442,8.49,69.4,69.25,76.57,100.0,100.0,60.25,2,No,0,2,100.0,0,Yes,Placed
1443,7.4,82.69,83.83,65.02,60.56,60.44,68.43,2,Yes,6,4,69.57,1,No,Placed
1444,5.77,72.71,75.88,41.83,58.01,56.63,59.5,2,No,0,0,87.28,2,Yes,Not Placed
1445,7.64,78.89,60.51,72.39,34.41,35.92,78.76,1,No,0,0,78.77,0,No,Not Placed
1446,6.48,61.23,54.01,77.5,74.41,73.87,73.55,5,Yes,1,0,89.07,1,Yes,Placed
1447,6.62,76.02,66.39,55.98,64.59,60.02,83.92,1,Yes,6,1,94.67,1,Yes,Not Placed
1448,7.85,45.0,46.3,82.49,55.5,65.45,51.08,1,No,0,1,78.14,0,No,Placed
1449,8.56,72.76,74.33,40.0,87.05,76.27,63.87,2,Yes,1,2,93.19,0,Yes,Placed
1450,7.22,55.43,66.86,42.58,53.97,56.15,65.94,2,Yes,3,1,100.0,0,Yes,Placed
1451,7.54,89.47,81.57,67.05,53.45,59.9,78.2,2,Yes,2,1,82.66,1,Yes,Placed
1452,9.07,84.33,76.92,65.38,79.71,63.3,55.72,3,No,0,2,89.85,2,No,Placed
1453,7.46,80.6,86.74,54.25,43.77,37.53,86.48,2,No,0,1,76.1,0,No,Not Placed
1454,10.0,93.25,91.3,77.14,95.32,84.41,91.36,2,Yes,3,1,82.19,2,No,Placed
1455,7.82,63.61,72.39,72.96,46.74,51.78,52.2,3,Yes,6,0,80.23,1,No,Placed
1456,5.26,95.97,93.68,77.87,26.35,52.32,61.16,0,No,0,1,89.97,0,No,Not Placed
1457,8.03,86.19,,63.15,50.58,42.73,60.43,2,No,0,1,94.05,1,No,Not Placed
1458,7.62,72.16,59.28,74.04,72.35,69.28,100.0,4,No,0,1,80.9,0,No,Placed
1459,8.62,88.63,72.35,58.32,59.7,68.81,62.26,0,No,0,3,97.34,3,Yes,Not Placed
1460,7.94,61.72,65.85,95.81,43.3,56.06,100.0,2,No,0,3,97.3,0,Yes,Placed
1461,7.05,65.11,73.1,52.81,47.3,53.56,47.2,4,Yes,3,2,90.47,0,No,Placed
1462,5.85,67.7,80.72,96.58,46.35,60.02,52.19,2,No,0,1,76.84,1,Yes,Not Placed
1463,6.97,68.65,73.53,65.52,38.05,48.86,57.64,2,No,0,2,75.88,0,Yes,Not Placed
1464,6.26,62.32,70.39,44.37,32.84,34.01,54.78,5,No,0,1,73.88,2,No,Not Placed
1465,6.56,89.68,81.07,85.52,84.16,91.24,,1,No,0,0,91.49,0,Yes,Placed
1466,7.85,71.89,60.45,66.89,49.87,39.53,57.24,0,Yes,3,1,69.88,3,No,Not Placed
1467,9.04,79.23,83.11,77.77,67.45,66.91,55.25,4,Yes,6,0,88.77,0,No,Placed
1468,7.63,68.16,69.68,83.36,55.56,66.87,90.85,4,No,0,1,71.19,0,Yes,Placed
1469,5.88,53.15,53.7,70.07,40.76,54.89,92.03,2,No,0,1,90.24,3,No,Not Placed
1470,7.69,78.24,78.52,56.12,70.83,81.35,87.09,2,No,0,3,82.17,1,No,Placed
1471,8.52,52.05,54.43,79.64,82.35,77.63,79.43,3,No,0,1,95.34,1,Yes,Placed
1472,6.53,74.18,82.03,65.01,47.64,67.65,71.67,3,Yes,1,3,93.41,4,No,Not Placed
1473,7.05,58.58,68.08,75.29,37.87,42.51,61.05,1,Yes,2,0,96.35,0,No,Not Placed
1474,7.22,98.85,98.32,32.69,76.85,76.89,52.84,0,No,0,0,96.61,0,Yes,Placed
1475,6.34,85.94,89.11,71.7,49.26,64.17,76.53,2,Yes,3,1,83.44,0,Yes,Placed
1476,7.91,76.27,77.75,55.42,89.26,69.97,48.87,4,No,0,1,70.41,0,Yes,Placed
1477,7.07,90.16,82.46,89.8,22.85,46.01,52.11,4,Yes,3,0,71.47,2,Yes,Not Placed
1478,7.66,64.84,69.41,74.35,64.22,66.75,90.75,5,No,0,0,61.13,4,Yes,Placed
1479,6.22,81.52,,68.6,78.57,81.83,100.0,4,No,0,1,71.16,0,No,Placed
1480,6.72,77.4,83.09,72.29,48.45,53.37,77.08,2,No,0,1,82.69,1,Yes,Not Placed
1481,7.99,78.17,65.8,50.02,60.57,54.34,89.92,2,Yes,6,2,76.4,3,No,Placed
1482,6.79,90.27,88.53,89.35,58.75,81.62,65.57,3,No,0,1,80.2,1,Yes,Placed
1483,9.1,83.79,73.65,94.87,64.42,72.56,45.92,3,No,0,0,86.93,0,Yes,Placed
1484,6.76,78.46,80.05,70.89,49.4,64.11,81.02,2,No,0,2,78.96,0,No,Not Placed
1485,7.45,55.14,54.36,88.86,54.51,62.56,80.25,0,Yes,1,0,70.78,4,No,Placed
1486,8.23,63.48,49.37,56.46,56.4,73.08,71.29,4,Yes,1,2,81.47,4,Yes,Placed
1487,5.64,73.53,74.54,53.04,63.55,53.62,65.64,2,Yes,2,2,73.02,0,Yes,Not Placed
1488,5.26,76.12,68.89,65.61,49.02,47.86,87.32,2,Yes,2,3,79.29,2,No,Not Placed
1489,5.52,61.44,67.34,71.52,47.93,70.26,52.26,2,No,0,1,95.43,0,Yes,Not Placed
1490,8.59,100.0,95.01,59.09,80.84,69.87,56.07,3,No,0,1,79.29,0,Yes,Placed
1491,6.59,93.2,92.04,73.07,48.78,72.08,51.85,1,Yes,6,1,99.71,4,Yes,Not Placed
1492,10.0,82.23,71.34,69.6,68.39,77.67,71.53,3,Yes,2,1,96.32,0,No,Placed
1493,6.58,75.86,68.56,50.03,43.6,43.98,50.42,1,Yes,1,1,76.21,0,Yes,Not Placed
1494,7.4,72.45,66.54,72.78,59.25,45.18,57.68,1,No,0,1,70.89,0,No,Not Placed
1495,8.9,63.58,69.07,77.95,55.28,61.89,57.3,2,No,0,2,81.47,0,No,Placed
1496,9.41,75.93,86.76,67.57,67.75,68.71,65.31,3,No,0,0,93.53,0,No,Placed
1497,9.47,78.09,68.84,82.29,68.0,83.96,43.23,5,No,0,2,77.1,0,Yes,Placed
1498,8.53,60.1,67.7,46.74,100.0,99.91,71.57,3,No,0,2,91.08,3,Yes,Placed
1499,8.33,79.01,58.75,72.02,25.0,32.26,92.45,4,Yes,1,1,94.08,3,Yes,Not Placed
1500,7.85,73.14,61.27,47.45,60.12,64.33,72.44,1,Yes,6,1,74.26,0,Yes,Placed
